Cleaned_Text,Score
_ noo no roo crying . oh god want slap . sing fine nowhere- boohoo,-1
watch simpson,0
good morning ! - court - crossfit - bible study - someone special ` house,1
great time london,1
"work , soon . way soon !",0
phaket . anneliese want ?,0
emergency room cousin . ` get mad flu ` walk breathe . hospital always cold ?,-1
thank greet,1
` hungry wife bodyshop party bring takeaway home - much long party go ?,0
- pretty baby !,1
invite house instead,0
` bit ben ` thai - ed,0
jungle book 2 soo cute .. nothing eat drink,1
dead stop express lane . would happen choose take . no way . ugh . hopefully get move,0
_ okeefe yay ! ` twitter ! ` secret celeb crush ! ( much info ? ? ),0
"ah , ok thank youu !",1
"twitter , fail life sometimes . oh well .",-1
no phone call yet .. 20 minute pluck courage . wish phone would ring,1
* point gear question post * can not get rest dreadweave set,0
"remind much omaha girl , use date . guess jean , ( calvin klein wear ) .",0
sherrieshepherd give link give twitter tip . hope help,1
love mini,1
yeah ` okay ice ace bandage sit * * twitter .. laugh loud thank,1
` gorgeous ! !,1
guess relax dinner movie tonight .. look forward day work,1
laptop grow speaker . watch charlie sound,0
rofl uh huh,1
funny ! 7 .,1
"well ` look fab , even say !",-1
deadline !,0
terrible headache . need relief !,-1
"two month ago , become irrelevant .",-1
finally sunny day ` sick go outside play .,-1
good luck ! ! exciting,1
work vacation thailand . get excite every day,1
` home till like next month,0
"finally chance show genuine love , not dependent selfish love , hope . heart go ` sorry 4 ur pain .",1
"` game , bad leave hi !",-1
screw sit 2 we,-1
get I m another co - worker get lay . lot people become unemployed,-1
exact one thinking bestt .,1
eastie go anytime,0
"lem guess - run 5 mile gym , wake kid , go beach / recording studio ?",0
never know dentention hard 2 get,-1
pacquiao fight fun home wif fam melissa sit . today mission ikea . srsly 4 different freeway ge burbank .,1
nail break haate,-1
dang .. disappointing,-1
yep,0
much long nkotb block party ? love ! need go bed wonder time ` .. lol .. thank !,1
thank ! mom ` seed large already crack ( plant ) . hope avalina ` dud !,-1
anyone want buy anthropomorphic planter ? available till 31st,0
"` beautiful day outside today , shame ` stuck office blind shut stop glare .",0
wake sun ! start rain,0
creative vado ` stock walmart.com ( miss ) thank tweet,0
hat weather,-1
cultural tour 102 loiusa ` family : kangaroo sight - seeing cemetary . lovely,1
flap - a - taco nice plebs come .,-1
"oh , yippee lyn - z way get celebrate mother ` day first time mother .",1
"chillaxin busy bankholiday , hope everbody gd wkend ! holiday 12 day ! ! * *",1
havin much well day today ! ! finish last twilight book yesterday . class start next week ! get you all ! !,1
new motorcycle pop cable already ? wow - you ride hard !,1
check flyer design notary retrograde : let know think,0
thanks ! welcome back !,1
want experience snow ` snow suck,-1
sore head,-1
"office , try solve mystery whose blood bathroom toilet .. ee",0
love ! car soo cute tonight ! ! love carl .. 10yr old sad .. lol ..,0
bryan ` reply wingnut,0
watch southpark another 20 minute,0
thank amy ! video awesome ! see tmh ? ` amazing ! ! bouncy bouncy bouncy ! !,1
lmao .. ha ! no simply want go ny !,1
"bored , can not go habbo stupid ban",-1
try shoe new look,0
early wan na go back sleep,0
"` think , sister refusn get ticket . next week ?",-1
oh wow .. hope ` ok take 2 vet ?,0
"die . wait , magic jack ? read .",0
` woken,0
hahaha oh man please come pomona would love see everyday instead like year,1
jon make one great dinner ever : roast pork tenderloin bed wild rice bed mix green & yummy sauce . no wine,1
noo rain .. 2 leave beach,-1
shower . class . class . take care lady - friend . write like ` no tomorrow .,1
rockstar photographer shoot go great tonight . little different usual stuff - nice .,1
great pic ! try start sell race photo runner,1
"_ dulay swear take 2 hour get bel air alabang . yes , love reminisce hk trip &",1
world amazing !,1
no idea I m completely lose .,-1
aww he s cute ! ! wish could ` gone,1
get cable set ! win ! get lock put door ! win ! feel tad neglect .. fail .,0
think may look little silly -.- also camera break no photo,-1
great talk grace awesome god work .. somehow start remote control work,1
day beaste .,-1
` listen !,0
oh no .. u ` hit . family emergency lil delay . ` wait see,0
sit home nothing . go to like weekend,0
oh nevermind think thing unsalvageable,-1
fly brisbane - lax today . great flight . love light . shame one drink limit though !,0
think go sleep consider hav b 3hrs ..,0
tell often wash hair would never speak,0
spend 2 hour look blog topic end invent . grr,-1
seem disappear life,-1
"happy mother ` day mom , every mom everywhere . stroll beach later -- hopefully ..",1
ohh wan na go gahh dunnoo : confuzzledd not ? ?,0
_ kittykat hello new follower haha ! ! ya ?,1
haha good thing office birthday hey,1
"* * , never know could miss phone much 4 hour till tell ` back till",-1
_ lie aww well randomly wake ` sleep ! many thing mind,-1
` ? ` do already ? one proof ` nothing fair world .,-1
go see long .,0
"well come time count 10 else . 1 , 2 , 3 , bam ! !",1
prd take long time review !,0
"_ 3 know - kid - not say .. well , ` , really ..",1
ugh ! wan na play dnd know ` go fail final . need study,-1
"hi , thx follow teach chinese lesson youtube , pls feel free look",1
sad ! say ` fat ? * tear *,-1
thank . might take offer,0
` try find driver microsoft lifecam vx-300 webcam ` find anywhere ! anyone link ?,-1
finally get lie bit major headache,-1
"yes , go see star trek ! ` soo much fun !",1
mitchel no idea much want call ! ! cost load call england ! !,0
"stupid , accidentally give honey atomic flavor buffalo wing stomach feel awful .. I m sorry baby",-1
relax thank . hope get put foot tomorrow enjoy day,1
yessir 100 % right,1
night !,0
write music light final paper mozart ` eine kleine nashtmusik . mom give hand .. ` actually great time,1
get crush issue tomorrow friend go india whole summer I m back sad .,-1
warm ! !,0
ada acara menarik lain : key vip di channel v. ttg straight yg dikasih task approach stranger crowd .. hmm,0
well hit see .. depend,0
aww thanx andy,1
goody bag car boot include cute cross stitch bird craft room ! man sell sweetie,1
shower time ! !,0
cool .. doown .. patience .. .. virtue ..,1
"get to drop car part buddy press , dentist !",0
can not call I m work,0
go courthouse pay tag & taxis car .. go to expensive .,-1
tired & ready bed ! ! really mood salt & pepper chicken wing & noodle no money chinese !,-1
usual . two family party today . happy birthday lily !,1
.. finally . yay . seriously . make day oh fellow hell ruler,0
goodnight magic pretty world,1
do not hangover get ready good ol ` english fry,0
wait put story stereo skyline . ` know put . boo,0
work,0
starbuck farrah !,0
third date go well .. move fourth ! !,0
mad tired . ` hol ! miss chomp chomp terribly !,-1
finally start assignment,0
good morning ready start week .,1
"` read good thing bout . not feelin tonight . proly finish tomorrow , star trek",1
glad ` finally do final !,1
watch ' that thing ' comcast . miss boo like crrazy !,-1
rain almost perfect day clothe wet,-1
_ 1 yeah go 5 day I m try get back november mom super soak star weekend,0
miss guy prob ` b bk til august sumtime .. come bk anytime b4 ill 4 sure let kno !,1
"okay , make sure ` alright kk ? cuidalo . let know ` get friend we aha ..",0
round way . ahve copy public contact personal contact first . no big deal,0
try figure,0
_ bob7 ` update . leave vet test xray .,0
go see hannah montana movie saturday love .. still can not work twitter though,0
"lol , ` do one b4 ` victim 2 ! laugh loud",-1
would slip fall .. dirty school bathroom floor . fml .,-1
get confirm itï¿½s pizza - time ex co - worker friday .. look forward,1
well paisley one cone thing around head .. funny feel bad,0
uggh not know wan na stop get text twitterr -ilse *,-1
` wait november jobros concert ! examination,1
do . always end sell machine go back mac,0
sit thru boring bit titanic wait good bit start couple hour,0
- fire urban rock challenge,0
` believe thought morning shift today tell alex could take airport . flight shift !,-1
"poor heather , do not make cheerleading squad . I m sorry babygirl . maybe next year",-1
well,0
250e ! ! crazzyy ! summer ! ! cuz ci close rd ! :,0
jus love doin night shift .. do hour,1
"morning tweeple , way early",0
reupload * * thing,-1
"know , update really amusing . prop auction ? much baseship bed go ?",1
love fact ` 5 day school leave,1
oh no ! ! hope ` not bad,1
awesome .. headin nite grad dinner c boi ! hehe,1
"_ beery yeah little rough morning tonight , tomorrow night go plan . caloric intake chart",-1
"aww , congrat family . ; ) send piccie email !",1
"uber bored atm , blue , shower , watch house numb3rs ( vid ) csi + csi ny + bone double . .. . yay !",1
` .,0
"strongly agree jason wolverine , not hugh jackman . sorry . no kids mouse .",0
okay bby ?,0
okay okay sleep realz ! goodnight ! : : wave follower : :,1
"omg , mom call .. I m late .. he s go",-1
lose internet signal life go,-1
"_ _ buckley good mate , sadly could not get piss tonight * * drive bad time",1
bit tongue . blood everywhere ! !,-1
search home thing cook dinner evening . ` mother day guess I m eat,0
cute fun watch .,1
wake 7:50 fall back sleep . wake 8:50 back sleep . wake 9:50 ` stay awake ! morning !,0
"great weekend , even though site not move . plenty thing learn . keep faith look future",1
` know really hurt arm . guess booze .. ask ` believe !,-1
not go dance recital feel like piece * * cuz cost much money,-1
"tiire ! go bed ! drinking lead make boy , later forget name .. ` drink kid . goodnight",-1
"kind mood , not reason . lol , ` try not mushy around ! behave !",0
"that s dot husband lol ! ! hope brace go , eat normally",1
; keep get delay response . internet mess ? !,-1
do not tell burnsy - no comparison rocky mountain mountain enlgland,0
"know , sad .",-1
good morning twit ! let ` make today x100 well one ! start runnin,1
could get away . dare ? ` go buy tomorrow,0
thank man . sort . ever remember 22.22,1
_ craig_g hope enjoy money .. ` look real good right,1
"favourite shirt , true . < 3 grumpy . ) cute b ) huggable c ) life party ( ) ..",1
"thank , , fr . yr congratulatory gweetin `",1
"every time friday . sadly , ` not often",-1
star trek good time .,1
sun not cool,-1
.. meeaann . people make mistake ok ? ! laugh loud,-1
invisible car help boost recycling . honest,1
"baby baby , ` go to right ` side whole world turn .. ? ipod random bsb song",0
"ha . totally post update 2am.its lightning outside , pretty .",1
tour philippine sometime . lot fan would really love !,1
.. kickable .,0
"_ richie also see american idol great performance , see windsor june 20 commodore `",0
nice clutch,1
happy mother ` day mommy,1
finish watch ' marley ',0
enjoy mother ` day,1
"everyone seem love , feel kinda lazy repetative . really disappointed .",0
roll thursday,0
"dadgum , think nation shipping need shut completely . still no freight carrier .",0
cavs get lucky 2night laugh loud lebron take kill em another triple double,0
wish mommy happy day ! !,1
"learn today ? never post anything ` sell ebay use royal mail . lose , refund : compo ` nowhere near - bad",-1
"_ oh god , yeah ! forgot",-1
long someone make laugh loud,0
ahaha stick head ; thanxx,1
"be not follow , can not send dm ..",0
` poorly ` sleep,-1
happy star war day .. ' may 4th ' .. read ; ),1
pick taco lunch .. get guitar .,0
bury web change . go make lunch .. ` chance later . much .,-1
' up ' sell ! !,0
hope everyone great weekend ! today 2 important meeting today,1
_ gd whoaa kinda hard : one think interesting enough tell,0
- love guy ` good,1
shut face ! mean ? pedro suppose mean one,-1
"month . put 2 week ` notice little week ago , last day friday !",0
oh yea mspacer boy hooked page look kewl least think take 5 minute,0
"_ babe woo ! I m get mine monday , can not wait x",1
aww ` laavly ; ) come ` get stunning wee tan ( l ) ; ) ?,1
yes please ` go might actually get work do laugh loud,0
"` really get sick ugh * * nursing home ! lay bed , might go run later , watch movie austin . sara & sami leave",-1
"see stalkerishly elevator , brookie eat moracca ( ? ) go .",-1
? ? - ? ? ? youtube ? ? ?,0
call mum ask ice - cream,0
"_ lazy day , play xbox drinking tea",0
well thatï¿½s disappointing hear .,-1
well use tweet push make go shop . time I m back hopefully,1
mom texte tell rodney chasing firefly backyard . ` miss,0
get ready bed . happy mother ` day mother !,1
( blink fast ) well .. laugh loud thank : - *,1
leg kill . know ` good pain .,0
"( cont ) bastardize version french ? ` fun , believe !",1
"alas , move ( like ` move , actual moving , ugh ) wish could go !",1
